-2.6608695652	0.0000000000	0.0000000000


-2.6608586192	-0.0038594777	0.0000000000


-2.6608367270	-0.0077189396	0.0000000000


-2.6608038886	-0.0115783697	0.0000000000


-2.6607601040	-0.0154377522	0.0000000000


-2.6607053729	-0.0192970712	0.0000000000


-2.6606396953	-0.0231563108	0.0000000000


-2.6605630710	-0.0270154551	0.0000000000


-2.6604754997	-0.0308744882	0.0000000000


-2.6603769814	-0.0347333943	0.0000000000


-2.6602675158	-0.0385921575	0.0000000000


-2.6601471027	-0.0424507619	0.0000000000


-2.6600157417	-0.0463091915	0.0000000000


-2.6598734326	-0.0501674306	0.0000000000


-2.6597201750	-0.0540254632	0.0000000000


-2.6595559688	-0.0578832734	0.0000000000


-2.6593808134	-0.0617408452	0.0000000000


-2.6591947086	-0.0655981629	0.0000000000


-2.6589976539	-0.0694552105	0.0000000000


-2.6587896489	-0.0733119720	0.0000000000


-2.6585706932	-0.0771684316	0.0000000000


-2.6583407864	-0.0810245733	0.0000000000


-2.6580999280	-0.0848803812	0.0000000000


-2.6578481174	-0.0887358394	0.0000000000


-2.6575853542	-0.0925909319	0.0000000000


-2.6573116378	-0.0964456428	0.0000000000


-2.6570269677	-0.1002999561	0.0000000000


-2.6567313432	-0.1041538559	0.0000000000


-2.6564247639	-0.1080073263	0.0000000000


-2.6561072289	-0.1118603512	0.0000000000


-2.6557787378	-0.1157129147	0.0000000000


-2.6554392899	-0.1195650008	0.0000000000


-2.6550888844	-0.1234165936	0.0000000000


-2.6547275207	-0.1272676769	0.0000000000


-2.6543551980	-0.1311182349	0.0000000000


-2.6539719156	-0.1349682515	0.0000000000


-2.6535776727	-0.1388177107	0.0000000000


-2.6531724685	-0.1426665965	0.0000000000


-2.6527563023	-0.1465148929	0.0000000000


-2.6523291731	-0.1503625837	0.0000000000


-2.6518910802	-0.1542096530	0.0000000000


-2.6514420226	-0.1580560847	0.0000000000


-2.6509819995	-0.1619018627	0.0000000000


-2.6505110099	-0.1657469710	0.0000000000


-2.6500290530	-0.1695913935	0.0000000000


-2.6495361277	-0.1734351140	0.0000000000


-2.6490322331	-0.1772781165	0.0000000000


-2.6485173681	-0.1811203848	0.0000000000


-2.6479915318	-0.1849619029	0.0000000000


-2.6474547231	-0.1888026545	0.0000000000


-2.6469069410	-0.1926426236	0.0000000000


-2.6463481844	-0.1964817939	0.0000000000


-2.6457784521	-0.2003201493	0.0000000000


-2.6451977430	-0.2041576737	0.0000000000


-2.6446060561	-0.2079943508	0.0000000000


-2.6440033900	-0.2118301643	0.0000000000


-2.6433897437	-0.2156650982	0.0000000000


-2.6427651159	-0.2194991361	0.0000000000


-2.6421295054	-0.2233322619	0.0000000000


-2.6414829110	-0.2271644592	0.0000000000


-2.6408253313	-0.2309957118	0.0000000000


-2.6401567651	-0.2348260034	0.0000000000


-2.6394772111	-0.2386553177	0.0000000000


-2.6387866679	-0.2424836384	0.0000000000


-2.6380851342	-0.2463109491	0.0000000000


-2.6373726086	-0.2501372335	0.0000000000


-2.6366490896	-0.2539624754	0.0000000000


-2.6359145760	-0.2577866582	0.0000000000


-2.6351690661	-0.2616097655	0.0000000000


-2.6344125587	-0.2654317811	0.0000000000


-2.6336450521	-0.2692526885	0.0000000000


-2.6328665450	-0.2730724712	0.0000000000


-2.6320770357	-0.2768911129	0.0000000000


-2.6312765227	-0.2807085969	0.0000000000


-2.6304650045	-0.2845249069	0.0000000000


-2.6296424794	-0.2883400263	0.0000000000


-2.6288089459	-0.2921539387	0.0000000000


-2.6279644024	-0.2959666274	0.0000000000


-2.6271088471	-0.2997780760	0.0000000000


-2.6262422784	-0.3035882679	0.0000000000


-2.6253646946	-0.3073971864	0.0000000000


-2.6244760941	-0.3112048150	0.0000000000


-2.6235764750	-0.3150111370	0.0000000000


-2.6226658356	-0.3188161359	0.0000000000


-2.6217441742	-0.3226197949	0.0000000000


-2.6208114889	-0.3264220973	0.0000000000


-2.6198677779	-0.3302230265	0.0000000000


-2.6189130394	-0.3340225658	0.0000000000


-2.6179472716	-0.3378206983	0.0000000000


