1.5000000000	0.0000000000	0.0000000000


1.4776190799	0.1749995923	-0.0000003237


1.4326510042	0.3473241229	-0.0000006432


1.3651626069	0.5141889789	-0.0000009543


1.2755295133	0.6727130751	-0.0000012525


1.1644769988	0.8199406584	-0.0000015332


1.0331246899	0.9528746887	-0.0000017919


0.8830327726	1.0685248796	-0.0000020238


0.7162459877	1.1639734196	-0.0000022246


0.5353299994	1.2364608085	-0.0000023899


0.3433928677	1.2834928609	-0.0000025158


0.1440826918	1.3029674869	-0.0000025992


-0.0584484233	1.2933162157	-0.0000026377


-0.2596233115	1.2536507514	-0.0000026298


-0.4545678864	1.1838998007	-0.0000025755


-0.6382889757	1.0849172719	-0.0000024760


-0.8058939870	0.9585414209	-0.0000023343


-0.9528350328	0.8075872835	-0.0000021546


-1.0751520014	0.6357624896	-0.0000019427


-1.1696852122	0.4475083532	-0.0000017053


-1.2342307779	0.2477811688	-0.0000014502


-1.2676206282	0.0417991633	-0.0000011854


-1.2697219982	-0.1652146059	-0.0000009188


-1.2413642973	-0.3682650894	-0.0000006583


-1.1842111243	-0.5627730424	-0.0000004107


-1.1005998040	-0.7447072312	-0.0000001824


-0.9933702853	-0.9106603769	0.0000000214


-0.8657010418	-1.0578755323	0.0000001966


-0.7209638114	-1.1842336699	0.0000003398


-0.5626032833	-1.2882143723	0.0000004487


-0.3940432389	-1.3688405557	0.0000005219


-0.2186175225	-1.4256160957	0.0000005586


-0.0395224662	-1.4584628567	0.0000005587


0.1402132999	-1.4676614267	0.0000005227


0.3177457157	-1.4537980713	0.0000004514


0.4904225058	-1.4177190990	0.0000003462


0.6557838524	-1.3604929223	0.0000002089


0.8115590521	-1.2833795356	0.0000000412


0.9556611531	-1.1878068044	-0.0000001544


1.0861811328	-1.0753528011	-0.0000003756


1.2013828297	-0.9477333655	-0.0000006197


1.2996995960	-0.8067940542	-0.0000008839


1.3797334616	-0.6545056558	-0.0000011649


1.4402574908	-0.4929624421	-0.0000014597


1.4802219468	-0.3243822992	-0.0000017647


1.4987648357	-0.1511078040	-0.0000020763


1.4952273703	0.0243928143	-0.0000023908


1.4691748333	0.1995260844	-0.0000027040


1.4204232139	0.3715766004	-0.0000030118


1.3490717875	0.5377150849	-0.0000033099


1.2555414560	0.6950134622	-0.0000035938


1.1406181107	0.8404696033	-0.0000038588


1.0054994385	0.9710447587	-0.0000041004


0.8518424230	1.0837168701	-0.0000043139


0.6818072677	1.1755527554	-0.0000044950


0.4980916571	1.2438013496	-0.0000046394


0.3039473877	1.2860084630	-0.0000047434


0.1031698642	1.3001506496	-0.0000048042


-0.0999495749	1.2847816916	-0.0000048194


-0.3007172336	1.2391802289	-0.0000047881


-0.4941813714	1.1634820678	-0.0000047105


-0.6753252863	1.0587771772	-0.0000045884


-0.8392981538	0.9271511205	-0.0000044251


-0.9816631485	0.7716551300	-0.0000042252


-1.0986353281	0.5961984081	-0.0000039946


-1.1872798871	0.4053689016	-0.0000037406


-1.2456461534	0.2042014297	-0.0000034706


-1.2728232564	-0.0020790718	-0.0000031927


-1.2689167505	-0.2083088984	-0.0000029146


-1.2349577861	-0.4096053043	-0.0000026439


-1.1727645682	-0.6015371501	-0.0000023872


-1.0847786176	-0.7802393563	-0.0000021504


-0.9738963993	-0.9424731679	-0.0000019382


-0.8433119947	-1.0856404748	-0.0000017547


-0.6963806363	-1.2077634288	-0.0000016027


-0.5365075702	-1.3074409262	-0.0000014844


-0.3670626382	-1.3837921435	-0.0000014009


-0.1913183508	-1.4363951276	-0.0000013529


-0.0124078648	-1.4652261394	-0.0000013404


0.1667011567	-1.4706034118	-0.0000013627


0.3432206796	-1.4531373724	-0.0000014190


0.5145478628	-1.4136882221	-0.0000015077


0.6782649223	-1.3533309809	-0.0000016272


0.8321356156	-1.2733276393	-0.0000017756


0.9741001769	-1.1751057844	-0.0000019505


1.1022701369	-1.0602429491	-0.0000021496


1.2149241581	-0.9304558852	-0.0000023701


1.3105057974	-0.7875939590	-0.0000026091


1.3876239630	-0.6336358664	-0.0000028636


1.4450567394	-0.4706888530	-0.0000031302


1.4817592033	-0.3009895760	-0.0000034056


1.4968758217	-0.1269056484	-0.0000036861


1.4897579826	0.0490632491	-0.0000039677


1.4599871493	0.2242860286	-0.0000042464


1.4074039923	0.3960042682	-0.0000045180


1.3321436105	0.5613417055	-0.0000047782


1.2346765426	0.7173215803	-0.0000050222


1.1158546164	0.8608946694	-0.0000052456


0.9769597312	0.9889811924	-0.0000054437


0.8197523568	1.0985298528	-0.0000056119


0.6465148693	1.1865969293	-0.0000057458


0.4600829319	1.2504472443	-0.0000058415


0.2638562579	1.2876767407	-0.0000058954


0.0617787612	1.2963530756	-0.0000059049


