0.00	0.000
0.01	0.000
0.02	0.002
0.03	0.007
0.04	0.027
0.05	0.082
0.06	0.202
0.07	0.407
0.08	0.670
0.09	0.905
0.10	1.000
0.11	0.905
0.12	0.670
0.13	0.407
0.14	0.202
0.15	0.082
0.16	0.027
0.17	0.007
0.18	0.002
0.19	0.000
0.20	0.000
0.21	0.000
0.22	0.000
0.23	0.000
0.24	0.000
0.25	0.000
0.26	0.000
0.27	0.000
0.28	0.000
0.29	0.000
0.30	0.000
0.31	0.000
0.32	0.000
0.33	0.000
0.34	0.000
0.35	0.000
0.36	0.000
0.37	0.000
0.38	0.000
0.39	0.000
0.40	0.000
0.41	0.000
0.42	0.000
0.43	0.000
0.44	0.000
0.45	0.000
0.46	0.000
0.47	0.000
0.48	0.000
0.49	0.000
0.50	0.000
0.51	0.000
0.52	0.000
0.53	0.000
0.54	0.000
0.55	0.000
0.56	0.000
0.57	0.000
0.58	0.000
0.59	0.000
0.60	0.000
0.61	0.000
0.62	0.000
0.63	0.000
0.64	0.000
0.65	0.000
0.66	0.000
0.67	0.000
0.68	0.000
0.69	0.000
0.70	0.000
0.71	0.000
0.72	0.002
0.73	0.007
0.74	0.027
0.75	0.082
0.76	0.202
0.77	0.407
0.78	0.670
0.79	0.905
0.80	1.000
0.81	0.905
0.82	0.670
0.83	0.407
0.84	0.202
0.85	0.082
0.86	0.027
0.87	0.007
0.88	0.002
0.89	0.000
0.90	0.000
0.91	0.000
0.92	0.000
0.93	0.000
0.94	0.000
0.95	0.000
0.96	0.000
0.97	0.000
0.98	0.000
0.99	0.000


0.00	0.000
0.01	0.000
0.02	0.002
0.03	0.007
0.04	0.027
0.05	0.082
0.06	0.202
0.07	0.407
0.08	0.670
0.09	0.905
0.10	1.000
0.11	0.905
0.12	0.670
0.13	0.407
0.14	0.202
0.15	0.082
0.16	0.027
0.17	0.007
0.18	0.002
0.19	0.000
0.20	0.000
0.21	0.000
0.22	0.000
0.23	0.000
0.24	0.000
0.25	0.000
0.26	0.000
0.27	0.000
0.28	0.000
0.29	0.000
0.30	0.000
0.31	0.000
0.32	0.000
0.33	0.000
0.34	0.000
0.35	0.000
0.36	0.000
0.37	0.000
0.38	0.000
0.39	0.000
0.40	0.000
0.41	0.000
0.42	0.000
0.43	0.000
0.44	0.000
0.45	0.000
0.46	0.000
0.47	0.000
0.48	0.000
0.49	0.000
0.50	0.000
0.51	0.000
0.52	0.000
0.53	0.000
0.54	0.000
0.55	0.000
0.56	0.000
0.57	0.000
0.58	0.000
0.59	0.000
0.60	0.000
0.61	0.000
0.62	0.000
0.63	0.000
0.64	0.000
0.65	0.000
0.66	0.000
0.67	0.000
0.68	0.000
0.69	0.000
0.70	0.000
0.71	0.000
0.72	0.002
0.73	0.007
0.74	0.027
0.75	0.082
0.76	0.202
0.77	0.407
0.78	0.670
0.79	0.905
0.80	1.000
0.81	0.905
0.82	0.670
0.83	0.407
0.84	0.202
0.85	0.082
0.86	0.027
0.87	0.007
0.88	0.002
0.89	0.000
0.90	0.000
0.91	0.000
0.92	0.000
0.93	0.000
0.94	0.000
0.95	0.000
0.96	0.000
0.97	0.000
0.98	0.000
0.99	0.000


0.00	0.000
0.01	0.001
0.02	0.006
0.03	0.022
0.04	0.062
0.05	0.147
0.06	0.287
0.07	0.466
0.08	0.641
0.09	0.765
0.10	0.810
0.11	0.765
0.12	0.641
0.13	0.466
0.14	0.287
0.15	0.147
0.16	0.062
0.17	0.022
0.18	0.006
0.19	0.001
0.20	0.000
0.21	0.000
0.22	0.000
0.23	0.000
0.24	0.000
0.25	0.000
0.26	0.000
0.27	0.000
0.28	0.000
0.29	0.000
0.30	0.000
0.31	0.000
0.32	0.000
0.33	0.000
0.34	0.000
0.35	0.000
0.36	0.000
0.37	0.000
0.38	0.000
